Date,AAPL-US,ABBV-US,ABT-US,ACN-US,ADBE-US,AIG-US,AMD-US,AMGN-US,AMT-US,AMZN-US,AVGO-US,AXP-US,BA-US,BAC-US,BK-US,BKNG-US,BLK-US,BMY-US,BRK.B-US,C-US,CAT-US,CL-US,CMCSA-US,COF-US,COP-US,COST-US,CRM-US,CSCO-US,CVS-US,CVX-US,DE-US,DHR-US,DIS-US,DUK-US,EMR-US,FDX-US,GD-US,GE-US,GILD-US,GM-US,GOOG-US,GOOGL-US,GS-US,HD-US,HON-US,IBM-US,INTC-US,INTU-US,ISRG-US,JNJ-US,JPM-US,KO-US,LIN-US,LLY-US,LMT-US,LOW-US,MA-US,MCD-US,MDLZ-US,MDT-US,MET-US,META-US,MMM-US,MO-US,MRK-US,MS-US,MSFT-US,NEE-US,NFLX-US,NKE-US,NOW-US,NVDA-US,ORCL-US,PEP-US,PFE-US,PG-US,PLTR-US,PM-US,PYPL-US,QCOM-US,RTX-US,SBUX-US,SCHW-US,SO-US,SPG-US,T-US,TGT-US,TMO-US,TMUS-US,TSLA-US,TXN-US,UBER-US,UNH-US,UNP-US,UPS-US,USB-US,V-US,VZ-US,WFC-US,WMT-US,XOM-US
2022-08-19,3.0385970512205746e-18,2.5864036668933673e-19,4.1789462841260653e-19,1.962136367776598e-18,0.00046633671749986695,8.425134420811366e-20,1.2924600404737667e-18,6.493551725054135e-05,0.0005215619699273004,0.022692869657977528,0.0,0.0,2.91012529728085e-19,2.848956140113333e-19,1.8209870766560304e-19,2.85402522527137e-19,0.0,0.05131369160400603,6.884683795282953e-18,2.308721540903045e-18,3.156361215053409e-19,0.0766350969319883,0.015820404542279058,0.0,0.0,0.020726521275909918,0.0,6.659119753808737e-18,0.0,0.0,0.0,0.0001579378282635891,1.7022725490413518e-18,0.0482032699878026,0.0,4.03011238593405e-20,0.0,0.0009997667285969489,0.0787006494562363,6.479039093652205e-19,0.003115714454528835,0.0031372866663808008,4.695157469026657e-19,0.0,0.0,0.0,0.00015179064245177847,0.0,0.0,0.051488881079574056,0.0,0.0,0.0,0.00172799589685067,8.075386576260095e-05,0.0,0.0,0.04236973502286785,0.015288065122199372,0.0,8.150546345483802e-19,0.001144580589727227,3.4601897678745644e-05,0.009321218025449295,0.08353088000144414,1.9187254334786108e-19,7.11271901018584e-05,7.806255641895632e-18,0.0,0.0,0.0038642078879783156,0.0,0.05441964151785106,0.01845904250412892,0.0038709939222466637,0.05595578417842142,,1.1707828858342933e-18,0.0,0.005315231127316487,,3.7832034123401436e-19,0.0,0.0016155691919613907,0.0,0.0343921378236374,0.006840742991847838,1.0823020160741863e-17,0.02399022079586948,5.254875797307074e-19,0.016809863283172,,0.0,0.0001705060764364331,0.002661235958225524,0.0,4.0918355619839217e-19,0.13648036714728043,0.0,0.10738878292087149,1.9220596018175626e-18
2022-08-26,0.0,3.5862782259304297e-19,1.25651778910852e-19,0.0,0.004893972666625572,0.0,6.597035556073219e-19,6.313209214814635e-05,4.553649124439119e-18,0.020515855586449663,3.605429213876968e-19,0.0,4.67285575271871e-19,8.95613095074532e-19,0.0,0.0,0.0,0.04915146036570198,6.862902439197186e-19,1.1913096933114277e-19,0.0,0.07682515271898464,0.022577789964341604,0.0,0.0,0.021280529818451157,0.0,1.2874900798265365e-18,0.0,0.0,1.0463344660158058e-19,0.0007270214357182002,1.8084364448438082e-19,0.047372200508242084,0.0,3.4486325208913717e-19,1.7730705034260674e-19,0.00045132589172557823,0.07876682598920519,1.6530126381764203e-19,0.0014776228765138535,0.0014921012135225575,5.152402400622038e-19,0.0,0.0,7.951995290728978e-19,0.0016784936129547834,6.996841755449144e-20,3.4096990544185684e-19,0.055072801218960424,1.2017447709180987e-19,0.0,5.098329027766237e-19,0.0007039537931006938,1.5506240003526059e-18,0.0,2.34415607580996e-19,0.04305673931602305,0.01425377416938682,1.556876818885678e-18,1.1907518108198774e-18,0.0030816721446781975,0.001583264675849659,0.008901116984175663,0.08206338854463166,6.630425130738057e-19,0.00038163308232599144,3.686287386450715e-18,4.3035157037884824e-19,9.598916449486678e-19,0.00748615816536192,3.685586182207828e-19,0.053814934686367555,0.017178295947436986,0.0055197923976137864,0.058490156528344536,,6.075794319881888e-19,0.0,0.002784154365836295,,0.0,0.0,0.00020017218812312925,0.0,0.032614110789902756,0.006550664795670923,1.1814063619787003e-18,0.021268941828596837,0.0,0.0158155750232157,,0.0,1.3682766744691946e-19,0.0,1.029640559815178e-19,1.414733572266372e-18,0.13410980126140315,7.700279262760997e-19,0.10779541335240923,3.460143467404964e-19
2022-09-02,0.0,3.5862782259304297e-19,1.25651778910852e-19,0.0,0.004893972666625572,0.0,6.597035556073219e-19,6.313209214814635e-05,4.553649124439119e-18,0.020515855586449663,3.605429213876968e-19,0.0,4.67285575271871e-19,8.95613095074532e-19,0.0,0.0,0.0,0.04915146036570198,6.862902439197186e-19,1.1913096933114277e-19,0.0,0.07682515271898464,0.022577789964341604,0.0,0.0,0.021280529818451157,0.0,1.2874900798265365e-18,0.0,0.0,1.0463344660158058e-19,0.0007270214357182002,1.8084364448438082e-19,0.047372200508242084,0.0,3.4486325208913717e-19,1.7730705034260674e-19,0.00045132589172557823,0.07876682598920519,1.6530126381764203e-19,0.0014776228765138535,0.0014921012135225575,5.152402400622038e-19,0.0,0.0,7.951995290728978e-19,0.0016784936129547834,6.996841755449144e-20,3.4096990544185684e-19,0.055072801218960424,1.2017447709180987e-19,0.0,5.098329027766237e-19,0.0007039537931006938,1.5506240003526059e-18,0.0,2.34415607580996e-19,0.04305673931602305,0.01425377416938682,1.556876818885678e-18,1.1907518108198774e-18,0.0030816721446781975,0.001583264675849659,0.008901116984175663,0.08206338854463166,6.630425130738057e-19,0.00038163308232599144,3.686287386450715e-18,4.3035157037884824e-19,9.598916449486678e-19,0.00748615816536192,3.685586182207828e-19,0.053814934686367555,0.017178295947436986,0.0055197923976137864,0.058490156528344536,,6.075794319881888e-19,0.0,0.002784154365836295,,0.0,0.0,0.00020017218812312925,0.0,0.032614110789902756,0.006550664795670923,1.1814063619787003e-18,0.021268941828596837,0.0,0.0158155750232157,,0.0,1.3682766744691946e-19,0.0,1.029640559815178e-19,1.414733572266372e-18,0.13410980126140315,7.700279262760997e-19,0.10779541335240923,3.460143467404964e-19
2022-09-09,0.0,3.5862782259304297e-19,1.25651778910852e-19,0.0,0.004893972666625572,0.0,6.597035556073219e-19,6.313209214814635e-05,4.553649124439119e-18,0.020515855586449663,3.605429213876968e-19,0.0,4.67285575271871e-19,8.95613095074532e-19,0.0,0.0,0.0,0.04915146036570198,6.862902439197186e-19,1.1913096933114277e-19,0.0,0.07682515271898464,0.022577789964341604,0.0,0.0,0.021280529818451157,0.0,1.2874900798265365e-18,0.0,0.0,1.0463344660158058e-19,0.0007270214357182002,1.8084364448438082e-19,0.047372200508242084,0.0,3.4486325208913717e-19,1.7730705034260674e-19,0.00045132589172557823,0.07876682598920519,1.6530126381764203e-19,0.0014776228765138535,0.0014921012135225575,5.152402400622038e-19,0.0,0.0,7.951995290728978e-19,0.0016784936129547834,6.996841755449144e-20,3.4096990544185684e-19,0.055072801218960424,1.2017447709180987e-19,0.0,5.098329027766237e-19,0.0007039537931006938,1.5506240003526059e-18,0.0,2.34415607580996e-19,0.04305673931602305,0.01425377416938682,1.556876818885678e-18,1.1907518108198774e-18,0.0030816721446781975,0.001583264675849659,0.008901116984175663,0.08206338854463166,6.630425130738057e-19,0.00038163308232599144,3.686287386450715e-18,4.3035157037884824e-19,9.598916449486678e-19,0.00748615816536192,3.685586182207828e-19,0.053814934686367555,0.017178295947436986,0.0055197923976137864,0.058490156528344536,,6.075794319881888e-19,0.0,0.002784154365836295,,0.0,0.0,0.00020017218812312925,0.0,0.032614110789902756,0.006550664795670923,1.1814063619787003e-18,0.021268941828596837,0.0,0.0158155750232157,,0.0,1.3682766744691946e-19,0.0,1.029640559815178e-19,1.414733572266372e-18,0.13410980126140315,7.700279262760997e-19,0.10779541335240923,3.460143467404964e-19
2022-09-16,0.0,3.5862782259304297e-19,1.25651778910852e-19,0.0,0.004893972666625572,0.0,6.597035556073219e-19,6.313209214814635e-05,4.553649124439119e-18,0.020515855586449663,3.605429213876968e-19,0.0,4.67285575271871e-19,8.95613095074532e-19,0.0,0.0,0.0,0.04915146036570198,6.862902439197186e-19,1.1913096933114277e-19,0.0,0.07682515271898464,0.022577789964341604,0.0,0.0,0.021280529818451157,0.0,1.2874900798265365e-18,0.0,0.0,1.0463344660158058e-19,0.0007270214357182002,1.8084364448438082e-19,0.047372200508242084,0.0,3.4486325208913717e-19,1.7730705034260674e-19,0.00045132589172557823,0.07876682598920519,1.6530126381764203e-19,0.0014776228765138535,0.0014921012135225575,5.152402400622038e-19,0.0,0.0,7.951995290728978e-19,0.0016784936129547834,6.996841755449144e-20,3.4096990544185684e-19,0.055072801218960424,1.2017447709180987e-19,0.0,5.098329027766237e-19,0.0007039537931006938,1.5506240003526059e-18,0.0,2.34415607580996e-19,0.04305673931602305,0.01425377416938682,1.556876818885678e-18,1.1907518108198774e-18,0.0030816721446781975,0.001583264675849659,0.008901116984175663,0.08206338854463166,6.630425130738057e-19,0.00038163308232599144,3.686287386450715e-18,4.3035157037884824e-19,9.598916449486678e-19,0.00748615816536192,3.685586182207828e-19,0.053814934686367555,0.017178295947436986,0.0055197923976137864,0.058490156528344536,,6.075794319881888e-19,0.0,0.002784154365836295,,0.0,0.0,0.00020017218812312925,0.0,0.032614110789902756,0.006550664795670923,1.1814063619787003e-18,0.021268941828596837,0.0,0.0158155750232157,,0.0,1.3682766744691946e-19,0.0,1.029640559815178e-19,1.414733572266372e-18,0.13410980126140315,7.700279262760997e-19,0.10779541335240923,3.460143467404964e-19
2022-09-23,0.0,3.5862782259304297e-19,1.25651778910852e-19,0.0,0.004893972666625572,0.0,6.597035556073219e-19,6.313209214814635e-05,4.553649124439119e-18,0.020515855586449663,3.605429213876968e-19,0.0,4.67285575271871e-19,8.95613095074532e-19,0.0,0.0,0.0,0.04915146036570198,6.862902439197186e-19,1.1913096933114277e-19,0.0,0.07682515271898464,0.022577789964341604,0.0,0.0,0.021280529818451157,0.0,1.2874900798265365e-18,0.0,0.0,1.0463344660158058e-19,0.0007270214357182002,1.8084364448438082e-19,0.047372200508242084,0.0,3.4486325208913717e-19,1.7730705034260674e-19,0.00045132589172557823,0.07876682598920519,1.6530126381764203e-19,0.0014776228765138535,0.0014921012135225575,5.152402400622038e-19,0.0,0.0,7.951995290728978e-19,0.0016784936129547834,6.996841755449144e-20,3.4096990544185684e-19,0.055072801218960424,1.2017447709180987e-19,0.0,5.098329027766237e-19,0.0007039537931006938,1.5506240003526059e-18,0.0,2.34415607580996e-19,0.04305673931602305,0.01425377416938682,1.556876818885678e-18,1.1907518108198774e-18,0.0030816721446781975,0.001583264675849659,0.008901116984175663,0.08206338854463166,6.630425130738057e-19,0.00038163308232599144,3.686287386450715e-18,4.3035157037884824e-19,9.598916449486678e-19,0.00748615816536192,3.685586182207828e-19,0.053814934686367555,0.017178295947436986,0.0055197923976137864,0.058490156528344536,,6.075794319881888e-19,0.0,0.002784154365836295,,0.0,0.0,0.00020017218812312925,0.0,0.032614110789902756,0.006550664795670923,1.1814063619787003e-18,0.021268941828596837,0.0,0.0158155750232157,,0.0,1.3682766744691946e-19,0.0,1.029640559815178e-19,1.414733572266372e-18,0.13410980126140315,7.700279262760997e-19,0.10779541335240923,3.460143467404964e-19
2022-09-30,0.0,1.1338435597220102e-17,1.0191500421363742e-17,0.0,0.0004669807059044243,0.0,4.091694787978644e-19,0.02096734765589769,0.010049245867977641,0.013289149777791675,0.0,1.0479671064697617e-18,0.0,1.0869306220434597e-18,0.0,3.4306707870961088e-18,8.996015552581043e-19,0.04435142612515726,0.00922994296929194,0.0,0.0,0.0603780342696369,0.02166602159092151,0.0,0.0,0.02534454482598669,0.0,0.005889048999394211,0.0,0.0,0.0,0.006145969902403128,0.0,0.038560374713029456,0.0,0.0,0.0,1.7533633286186532e-05,0.06719846990197047,0.0,0.002926476849099966,0.0031469828454432124,2.439980540832758e-19,0.0,0.0,6.217274398120602e-18,2.540304374089684e-18,5.344599787990925e-19,2.407447077364136e-19,0.052372491618203385,0.0,0.007201788837635684,0.0,0.02261809288818054,0.01456877914161231,6.357369392472041e-19,0.0,0.03384628978076685,0.02636304412715403,2.3497219609574665e-18,0.0,0.0001726292911000813,7.914675859144182e-18,0.021981757359119086,0.06743250061115207,1.1911026535597525e-20,8.890457814381136e-18,0.01225650005010814,0.0,0.0,0.0,0.0,0.03236191496625243,0.028395183518029155,0.019777357285074036,0.04971893746128313,,1.0293196940308296e-17,0.0,0.00010183351590215736,,0.0,0.0,0.015422005818188504,0.0,0.03383388338858724,0.018007431906682032,0.01053432953878071,0.024509395773173574,1.169797854763995e-18,0.01442225499730875,,0.0,2.794158574520043e-18,7.697835424647081e-18,0.0,6.108981056865429e-19,0.08779108033912204,7.751933280049051e-19,0.0766829671533917,3.74049749507499e-18
2022-10-07,0.0,1.1338435597220102e-17,1.0191500421363742e-17,0.0,0.0004669807059044243,0.0,4.091694787978644e-19,0.02096734765589769,0.010049245867977641,0.013289149777791675,0.0,1.0479671064697617e-18,0.0,1.0869306220434597e-18,0.0,3.4306707870961088e-18,8.996015552581043e-19,0.04435142612515726,0.00922994296929194,0.0,0.0,0.0603780342696369,0.02166602159092151,0.0,0.0,0.02534454482598669,0.0,0.005889048999394211,0.0,0.0,0.0,0.006145969902403128,0.0,0.038560374713029456,0.0,0.0,0.0,1.7533633286186532e-05,0.06719846990197047,0.0,0.002926476849099966,0.0031469828454432124,2.439980540832758e-19,0.0,0.0,6.217274398120602e-18,2.540304374089684e-18,5.344599787990925e-19,2.407447077364136e-19,0.052372491618203385,0.0,0.007201788837635684,0.0,0.02261809288818054,0.01456877914161231,6.357369392472041e-19,0.0,0.03384628978076685,0.02636304412715403,2.3497219609574665e-18,0.0,0.0001726292911000813,7.914675859144182e-18,0.021981757359119086,0.06743250061115207,1.1911026535597525e-20,8.890457814381136e-18,0.01225650005010814,0.0,0.0,0.0,0.0,0.03236191496625243,0.028395183518029155,0.019777357285074036,0.04971893746128313,,1.0293196940308296e-17,0.0,0.00010183351590215736,,0.0,0.0,0.015422005818188504,0.0,0.03383388338858724,0.018007431906682032,0.01053432953878071,0.024509395773173574,1.169797854763995e-18,0.01442225499730875,,0.0,2.794158574520043e-18,7.697835424647081e-18,0.0,6.108981056865429e-19,0.08779108033912204,7.751933280049051e-19,0.0766829671533917,3.74049749507499e-18
2022-10-14,0.0,1.1338435597220102e-17,1.0191500421363742e-17,0.0,0.0004669807059044243,0.0,4.091694787978644e-19,0.02096734765589769,0.010049245867977641,0.013289149777791675,0.0,1.0479671064697617e-18,0.0,1.0869306220434597e-18,0.0,3.4306707870961088e-18,8.996015552581043e-19,0.04435142612515726,0.00922994296929194,0.0,0.0,0.0603780342696369,0.02166602159092151,0.0,0.0,0.02534454482598669,0.0,0.005889048999394211,0.0,0.0,0.0,0.006145969902403128,0.0,0.038560374713029456,0.0,0.0,0.0,1.7533633286186532e-05,0.06719846990197047,0.0,0.002926476849099966,0.0031469828454432124,2.439980540832758e-19,0.0,0.0,6.217274398120602e-18,2.540304374089684e-18,5.344599787990925e-19,2.407447077364136e-19,0.052372491618203385,0.0,0.007201788837635684,0.0,0.02261809288818054,0.01456877914161231,6.357369392472041e-19,0.0,0.03384628978076685,0.02636304412715403,2.3497219609574665e-18,0.0,0.0001726292911000813,7.914675859144182e-18,0.021981757359119086,0.06743250061115207,1.1911026535597525e-20,8.890457814381136e-18,0.01225650005010814,0.0,0.0,0.0,0.0,0.03236191496625243,0.028395183518029155,0.019777357285074036,0.04971893746128313,,1.0293196940308296e-17,0.0,0.00010183351590215736,,0.0,0.0,0.015422005818188504,0.0,0.03383388338858724,0.018007431906682032,0.01053432953878071,0.024509395773173574,1.169797854763995e-18,0.01442225499730875,,0.0,2.794158574520043e-18,7.697835424647081e-18,0.0,6.108981056865429e-19,0.08779108033912204,7.751933280049051e-19,0.0766829671533917,3.74049749507499e-18
2022-10-21,0.0,1.1338435597220102e-17,1.0191500421363742e-17,0.0,0.0004669807059044243,0.0,4.091694787978644e-19,0.02096734765589769,0.010049245867977641,0.013289149777791675,0.0,1.0479671064697617e-18,0.0,1.0869306220434597e-18,0.0,3.4306707870961088e-18,8.996015552581043e-19,0.04435142612515726,0.00922994296929194,0.0,0.0,0.0603780342696369,0.02166602159092151,0.0,0.0,0.02534454482598669,0.0,0.005889048999394211,0.0,0.0,0.0,0.006145969902403128,0.0,0.038560374713029456,0.0,0.0,0.0,1.7533633286186532e-05,0.06719846990197047,0.0,0.002926476849099966,0.0031469828454432124,2.439980540832758e-19,0.0,0.0,6.217274398120602e-18,2.540304374089684e-18,5.344599787990925e-19,2.407447077364136e-19,0.052372491618203385,0.0,0.007201788837635684,0.0,0.02261809288818054,0.01456877914161231,6.357369392472041e-19,0.0,0.03384628978076685,0.02636304412715403,2.3497219609574665e-18,0.0,0.0001726292911000813,7.914675859144182e-18,0.021981757359119086,0.06743250061115207,1.1911026535597525e-20,8.890457814381136e-18,0.01225650005010814,0.0,0.0,0.0,0.0,0.03236191496625243,0.028395183518029155,0.019777357285074036,0.04971893746128313,,1.0293196940308296e-17,0.0,0.00010183351590215736,,0.0,0.0,0.015422005818188504,0.0,0.03383388338858724,0.018007431906682032,0.01053432953878071,0.024509395773173574,1.169797854763995e-18,0.01442225499730875,,0.0,2.794158574520043e-18,7.697835424647081e-18,0.0,6.108981056865429e-19,0.08779108033912204,7.751933280049051e-19,0.0766829671533917,3.74049749507499e-18
2022-10-28,0.0,5.430522016426354e-19,1.5585788513257735e-18,1.3313312204805033e-18,0.00048609461903062533,2.068207114704026e-18,4.2288428486461435e-19,0.017256214747536275,1.235990476633475e-17,0.009970650379997354,0.0,0.0,1.3781111894557717e-18,0.0,0.0,0.0,0.0,0.05184597686903076,0.008727803997406724,0.0,0.0,0.06922734264166569,0.022844149646286654,1.0011572251685736e-18,0.0,0.026954700833876116,0.0,1.5397309032583359e-18,1.3712334988853753e-18,0.0,0.0,0.00338852686359169,1.5101308628505186e-19,0.03802770692634181,0.0,7.399177260117679e-19,3.6684554738526805e-20,2.5972668836452508e-05,0.07843372454254482,2.9831695652582574e-19,0.0,1.1478472473216463e-05,0.0,2.4305235045913136e-19,3.84402787713008e-19,4.91972208134665e-19,0.0,0.0,0.0,0.05884155783437471,1.0264362432724894e-19,0.0,0.0,0.01830145871625983,0.0,0.0,0.0,0.03694093143937961,0.02187271783288035,0.0,1.4613862192717278e-18,0.0008966111098495386,1.3552527156068805e-19,0.022261730743917497,0.07790179532792105,6.582145241507754e-19,5.810048267570725e-19,0.007530538876997396,0.0,0.0,0.0014017499187396,1.8650726099504214e-19,0.030530277784832877,0.028112359294398995,0.013637814696428224,0.05259410941836704,,1.2857606059114188e-19,0.0,0.001995131491282885,,0.0,0.0011968150796367513,0.007818467422818614,6.000847190348175e-19,0.029311457566394996,0.011192334483429944,0.006102798946602157,0.025874686076697975,6.174507126114832e-19,0.011501480688088934,,2.5638501980455486e-19,0.0,0.00011641346044515184,3.907263638617271e-19,1.6850452576371937e-18,0.11454139794137516,0.0,0.09232502064026246,0.0
2022-11-04,0.0,5.430522016426354e-19,1.5585788513257735e-18,1.3313312204805033e-18,0.00048609461903062533,2.068207114704026e-18,4.2288428486461435e-19,0.017256214747536275,1.235990476633475e-17,0.009970650379997354,0.0,0.0,1.3781111894557717e-18,0.0,0.0,0.0,0.0,0.05184597686903076,0.008727803997406724,0.0,0.0,0.06922734264166569,0.022844149646286654,1.0011572251685736e-18,0.0,0.026954700833876116,0.0,1.5397309032583359e-18,1.3712334988853753e-18,0.0,0.0,0.00338852686359169,1.5101308628505186e-19,0.03802770692634181,0.0,7.399177260117679e-19,3.6684554738526805e-20,2.5972668836452508e-05,0.07843372454254482,2.9831695652582574e-19,0.0,1.1478472473216463e-05,0.0,2.4305235045913136e-19,3.84402787713008e-19,4.91972208134665e-19,0.0,0.0,0.0,0.05884155783437471,1.0264362432724894e-19,0.0,0.0,0.01830145871625983,0.0,0.0,0.0,0.03694093143937961,0.02187271783288035,0.0,1.4613862192717278e-18,0.0008966111098495386,1.3552527156068805e-19,0.022261730743917497,0.07790179532792105,6.582145241507754e-19,5.810048267570725e-19,0.007530538876997396,0.0,0.0,0.0014017499187396,1.8650726099504214e-19,0.030530277784832877,0.028112359294398995,0.013637814696428224,0.05259410941836704,,1.2857606059114188e-19,0.0,0.001995131491282885,,0.0,0.0011968150796367513,0.007818467422818614,6.000847190348175e-19,0.029311457566394996,0.011192334483429944,0.006102798946602157,0.025874686076697975,6.174507126114832e-19,0.011501480688088934,,2.5638501980455486e-19,0.0,0.00011641346044515184,3.907263638617271e-19,1.6850452576371937e-18,0.11454139794137516,0.0,0.09232502064026246,0.0
2022-11-11,0.0,5.430522016426354e-19,1.5585788513257735e-18,1.3313312204805033e-18,0.00048609461903062533,2.068207114704026e-18,4.2288428486461435e-19,0.017256214747536275,1.235990476633475e-17,0.009970650379997354,0.0,0.0,1.3781111894557717e-18,0.0,0.0,0.0,0.0,0.05184597686903076,0.008727803997406724,0.0,0.0,0.06922734264166569,0.022844149646286654,1.0011572251685736e-18,0.0,0.026954700833876116,0.0,1.5397309032583359e-18,1.3712334988853753e-18,0.0,0.0,0.00338852686359169,1.5101308628505186e-19,0.03802770692634181,0.0,7.399177260117679e-19,3.6684554738526805e-20,2.5972668836452508e-05,0.07843372454254482,2.9831695652582574e-19,0.0,1.1478472473216463e-05,0.0,2.4305235045913136e-19,3.84402787713008e-19,4.91972208134665e-19,0.0,0.0,0.0,0.05884155783437471,1.0264362432724894e-19,0.0,0.0,0.01830145871625983,0.0,0.0,0.0,0.03694093143937961,0.02187271783288035,0.0,1.4613862192717278e-18,0.0008966111098495386,1.3552527156068805e-19,0.022261730743917497,0.07790179532792105,6.582145241507754e-19,5.810048267570725e-19,0.007530538876997396,0.0,0.0,0.0014017499187396,1.8650726099504214e-19,0.030530277784832877,0.028112359294398995,0.013637814696428224,0.05259410941836704,,1.2857606059114188e-19,0.0,0.001995131491282885,,0.0,0.0011968150796367513,0.007818467422818614,6.000847190348175e-19,0.029311457566394996,0.011192334483429944,0.006102798946602157,0.025874686076697975,6.174507126114832e-19,0.011501480688088934,,2.5638501980455486e-19,0.0,0.00011641346044515184,3.907263638617271e-19,1.6850452576371937e-18,0.11454139794137516,0.0,0.09232502064026246,0.0
2022-11-18,0.0,5.430522016426354e-19,1.5585788513257735e-18,1.3313312204805033e-18,0.00048609461903062533,2.068207114704026e-18,4.2288428486461435e-19,0.017256214747536275,1.235990476633475e-17,0.009970650379997354,0.0,0.0,1.3781111894557717e-18,0.0,0.0,0.0,0.0,0.05184597686903076,0.008727803997406724,0.0,0.0,0.06922734264166569,0.022844149646286654,1.0011572251685736e-18,0.0,0.026954700833876116,0.0,1.5397309032583359e-18,1.3712334988853753e-18,0.0,0.0,0.00338852686359169,1.5101308628505186e-19,0.03802770692634181,0.0,7.399177260117679e-19,3.6684554738526805e-20,2.5972668836452508e-05,0.07843372454254482,2.9831695652582574e-19,0.0,1.1478472473216463e-05,0.0,2.4305235045913136e-19,3.84402787713008e-19,4.91972208134665e-19,0.0,0.0,0.0,0.05884155783437471,1.0264362432724894e-19,0.0,0.0,0.01830145871625983,0.0,0.0,0.0,0.03694093143937961,0.02187271783288035,0.0,1.4613862192717278e-18,0.0008966111098495386,1.3552527156068805e-19,0.022261730743917497,0.07790179532792105,6.582145241507754e-19,5.810048267570725e-19,0.007530538876997396,0.0,0.0,0.0014017499187396,1.8650726099504214e-19,0.030530277784832877,0.028112359294398995,0.013637814696428224,0.05259410941836704,,1.2857606059114188e-19,0.0,0.001995131491282885,,0.0,0.0011968150796367513,0.007818467422818614,6.000847190348175e-19,0.029311457566394996,0.011192334483429944,0.006102798946602157,0.025874686076697975,6.174507126114832e-19,0.011501480688088934,,2.5638501980455486e-19,0.0,0.00011641346044515184,3.907263638617271e-19,1.6850452576371937e-18,0.11454139794137516,0.0,0.09232502064026246,0.0
2022-11-25,1.8506631954489859e-19,0.0,0.0,8.6702742224414575e-19,4.627012203421968e-19,0.0,6.893387820143757e-19,1.3877787807814457e-17,0.0,0.02851653921373567,0.0,0.0,1.2892059387490152e-19,1.908513669411383e-18,0.0,0.0,0.0,0.05949068360932047,2.4067874180786255e-18,2.166306161674759e-18,0.0,0.07888740306804354,0.018264732655127014,0.0,0.0,0.01552827201714662,0.0,0.0,5.986036241143228e-19,0.0,0.0,7.907511251133769e-19,0.0,0.0371513530078996,0.0,0.0,0.0,1.1728393068260752e-18,0.0719782253952508,9.513432779568718e-19,0.0024859115484839943,0.003416579659944211,1.5374806271849e-19,2.4031545097625486e-19,0.0,0.0,8.72992356824246e-19,0.0,8.229052898845382e-19,0.06797920353418532,0.0,0.0,6.64659140319846e-19,0.00991108889893677,0.00047264729652949587,0.0,0.0,0.043064270114791435,0.014832872210196212,0.0,2.649057922685168e-19,0.004553381936677817,0.0,0.02335816062934225,0.08901470379236326,0.0,7.197833498518841e-05,0.0006689371852708287,3.60032233908328e-19,0.0,0.0,6.198853890619733e-19,0.03387739920294271,0.026716418993404677,0.004618154450555422,0.0529306211313728,,0.0,0.0,6.082707188306979e-05,,0.0005898302709586801,1.6232893457064276e-19,0.004296718084869997,2.919545982990008e-19,0.020869484621417324,0.003438570477985639,0.0029479695866392874,0.019889904678948814,0.0,0.017337208489472015,,0.0,3.4975040992578564e-20,0.00014683606697907126,1.33456826963143e-19,3.724726481138618e-19,0.1336616465496912,0.0,0.10897124582116724,2.2039348156498797e-07
2022-12-02,1.8506631954489859e-19,0.0,0.0,8.6702742224414575e-19,4.627012203421968e-19,0.0,6.893387820143757e-19,1.3877787807814457e-17,0.0,0.02851653921373567,0.0,0.0,1.2892059387490152e-19,1.908513669411383e-18,0.0,0.0,0.0,0.05949068360932047,2.4067874180786255e-18,2.166306161674759e-18,0.0,0.07888740306804354,0.018264732655127014,0.0,0.0,0.01552827201714662,0.0,0.0,5.986036241143228e-19,0.0,0.0,7.907511251133769e-19,0.0,0.0371513530078996,0.0,0.0,0.0,1.1728393068260752e-18,0.0719782253952508,9.513432779568718e-19,0.0024859115484839943,0.003416579659944211,1.5374806271849e-19,2.4031545097625486e-19,0.0,0.0,8.72992356824246e-19,0.0,8.229052898845382e-19,0.06797920353418532,0.0,0.0,6.64659140319846e-19,0.00991108889893677,0.00047264729652949587,0.0,0.0,0.043064270114791435,0.014832872210196212,0.0,2.649057922685168e-19,0.004553381936677817,0.0,0.02335816062934225,0.08901470379236326,0.0,7.197833498518841e-05,0.0006689371852708287,3.60032233908328e-19,0.0,0.0,6.198853890619733e-19,0.03387739920294271,0.026716418993404677,0.004618154450555422,0.0529306211313728,,0.0,0.0,6.082707188306979e-05,,0.0005898302709586801,1.6232893457064276e-19,0.004296718084869997,2.919545982990008e-19,0.020869484621417324,0.003438570477985639,0.0029479695866392874,0.019889904678948814,0.0,0.017337208489472015,,0.0,3.4975040992578564e-20,0.00014683606697907126,1.33456826963143e-19,3.724726481138618e-19,0.1336616465496912,0.0,0.10897124582116724,2.2039348156498797e-07
